"targa","data_immatricolazione","propietario","modello","allestimento"
"LF810EX","2010-05-22 22:10:25","KBWCYS71M09B985N","A5","Luxury"
"KL367PL","2010-05-22 22:10:25","NVNJPT84E20G913G","A5","Luxury"
"YL097RW","2010-05-22 22:10:25","DTBFGB99B22A760E","A5","Luxury"
"NA455RE","2010-05-22 22:10:25","KBWCYS71M09B985N","A5","Luxury"
"UY662JQ","2010-05-22 22:10:25","DKHTMG49H24I896S","A5","Luxury"
"MV253FQ","2010-05-22 22:10:25","BMPZVG79R45L487W","A5","Luxury"
"ZA774RY","2010-05-22 22:10:25","VGVSZB98T64D915I","A5","Luxury"
"LT400DA","2010-05-22 22:10:25","PDHHXR28T43A184X","A5","Luxury"
"LO156IS","2010-05-22 22:10:25","PFXYBC33H43F924E","A5","Luxury"
"AY477PC","2010-05-22 22:10:25","NVNJPT84E20G913G","Caddy","Premium"
"CR508TI","2010-05-22 22:10:25","KBWCYS71M09B985N","Caddy","Premium"
"UC201DH","2010-05-22 22:10:25","HSLMDN80P51B235Q","Caddy","Premium"
"TJ763OI","2010-05-22 22:10:25","SBCGZR53B08A320F","Caddy","Premium"
"IL059QB","2010-05-22 22:10:25","NZVDZQ91M61M211F","Caddy","Premium"
"FP812FV","2010-05-22 22:10:25","BTQLHB34R61A975Q","Caddy","Premium"
"IF308FL","2010-05-22 22:10:25","NZVDZQ91M61M211F","Caddy","Premium"
"SP328ZT","2010-05-22 22:10:25","FKWFNF92R22B522E","Caddy","Premium"
"CT306WG","2010-05-22 22:10:25","SBCGZR53B08A320F","Caddy","Premium"
"FN828PQ","2010-05-22 22:10:25","KBWCYS71M09B985N","Caddy","Premium"
"RP972NS","2010-05-22 22:10:25","VGVSZB98T64D915I","Caddy","Premium"
"YP543DF","2010-05-22 22:10:25","QQTDSH54P63L303M","Caddy","Premium"
"PS080CO","2010-05-22 22:10:25","LKDGXK54D05M153T","Caddy","Premium"
"TI742PO","2010-05-22 22:10:25","XTDKVG59D28F605E","Caddy","Premium"
"QR908VA","2010-05-22 22:10:25","QAUDCO74E20B457F","Caddy","Premium"
"CZ600MO","2010-05-22 22:10:25","FKWFNF92R22B522E","Caddy","Premium"
"CX135KW","2010-05-22 22:10:25","MRRFPM58E29C803O","Caddy","Premium"
"AM416WK","2010-05-22 22:10:25","DHAMJU58C68H445W","Caddy","Premium"
"RH125FG","2010-05-22 22:10:25","GZMVGD91H61E684W","Caddy","Premium"
"DC634FL","2010-05-22 22:10:25","SBCGZR53B08A320F","Caddy","Premium"
"ZP881VN","2010-05-22 22:10:25","PPJTKR52S49G297K","Caddy","Premium"
"AX628DS","2010-05-22 22:10:25","LLMSDV82R03B591I","Caddy","Premium"
"FT943TJ","2010-05-22 22:10:25","KBWCYS71M09B985N","Caddy","Premium"
"BO889MN","2010-05-22 22:10:25","VFKNDG91H65C623X","Caddy","Premium"
"ID401CJ","2010-05-22 22:10:25","DTBFGB99B22A760E","Caddy","Premium"
"BO753FH","2010-05-22 22:10:25","FKWFNF92R22B522E","Caddy","Premium"
"KW735DU","2010-05-22 22:10:25","HSLMDN80P51B235Q","Caddy","Premium"
"PV180SK","2010-05-22 22:10:25","PPJTKR52S49G297K","Caddy","Premium"
"UQ432PK","2010-05-22 22:10:25","PDHHXR28T43A184X","Caddy","Premium"
"NC852MY","2010-05-22 22:10:25","DKHTMG49H24I896S","Caddy","Premium"
"CJ676PV","2010-05-22 22:10:25","KBWCYS71M09B985N","Caddy","Premium"
"FO422TI","2010-05-22 22:10:25","VGVSZB98T64D915I","Caddy","Premium"
"IJ280XZ","2010-05-22 22:10:25","QAUDCO74E20B457F","Caddy","Premium"
"FP821ZY","2010-05-22 22:10:25","RRNHCT55M24F944G","Caddy","Premium"
"NC406ZV","2010-05-22 22:10:25","GZMVGD91H61E684W","Caddy","Premium"
"JY622AS","2010-05-22 22:10:25","PFXYBC33H43F924E","Caddy","Premium"
"AF847GA","2010-05-22 22:10:25","NZVDZQ91M61M211F","Caddy","Premium"
"QR720EV","2010-05-22 22:10:25","SBCGZR53B08A320F","Caddy","Premium"
"TI604CO","2010-05-22 22:10:25","FGPKTM32L25F250Y","Caddy","Premium"
"QK244DJ","2010-05-22 22:10:25","DKHTMG49H24I896S","Caddy","Premium"
"DG765YR","2010-05-22 22:10:25","DKHTMG49H24I896S","Caddy","Premium"
"PR393BS","2010-05-22 22:10:25","BMPZVG79R45L487W","Caddy","Premium"
"MF971GG","2010-05-22 22:10:25","MRRFPM58E29C803O","Caddy","Premium"
"NJ432XT","2010-05-22 22:10:25","HSLMDN80P51B235Q","Caddy","Premium"
"FL092VZ","2010-05-22 22:10:25","NVNJPT84E20G913G","Caddy","Premium"
"KO167II","2010-05-22 22:10:25","YRLSBX54D65Z345W","Caddy","Premium"
"VM863NU","2010-05-22 22:10:25","HNZVVF28C65G028Y","Caddy","Premium"
"OW209HD","2010-05-22 22:10:25","YRLSBX54D65Z345W","Caddy","Premium"
"BK646KZ","2010-05-22 22:10:25","ZVFRXE51C68I030E","Caddy","Premium"
"CW761TU","2010-05-22 22:10:25","DKHTMG49H24I896S","Caddy","Premium"
"OX800LT","2010-05-22 22:10:25","QAUDCO74E20B457F","Caddy","Premium"
"BR472CW","2010-05-22 22:10:25","BNFTNW47C31L775D","Caddy","Premium"
"RG488QH","2010-05-22 22:10:25","QMTQMJ72S61M204I","Caddy","Premium"
"HD720KV","2010-05-22 22:10:25","RZRKLC70H07L772S","Caddy","Premium"
"JU603RA","2010-05-22 22:10:25","ZVFRXE51C68I030E","Caddy","Premium"
"NE815CV","2010-05-22 22:10:25","NZVDZQ91M61M211F","Caddy","Premium"
"AO612SU","2010-05-22 22:10:25","GYCJCG74P43E317Y","Caddy","Premium"
"QT684QQ","2010-05-22 22:10:25","TPLFHK94L23C596M","Caddy","Premium"
"LD524UE","2010-05-22 22:10:25","VFKNDG91H65C623X","Caddy","Premium"
"RN234TT","2010-05-22 22:10:25","PFXYBC33H43F924E","Caddy","Premium"
"GR352MH","2010-05-22 22:10:25","LKDGXK54D05M153T","Caddy","Premium"
"WK459NO","2010-05-22 22:10:25","NZVDZQ91M61M211F","Caddy","Premium"
"HG190AX","2010-05-22 22:10:25","NZVDZQ91M61M211F","Caddy","Premium"
"FY203IU","2010-05-22 22:10:25","HSLMDN80P51B235Q","Caddy","Premium"
"TJ174AQ","2010-05-22 22:10:25","QQTDSH54P63L303M","Scala","Sport"
"SR495BU","2010-05-22 22:10:25","DHAMJU58C68H445W","Scala","Sport"
"VV678FH","2010-05-22 22:10:25","NVNJPT84E20G913G","Scala","Sport"
"OI195RH","2010-05-22 22:10:25","HSLMDN80P51B235Q","Scala","Sport"
"MX537TQ","2010-05-22 22:10:25","NZVDZQ91M61M211F","Scala","Sport"
"NW150PI","2010-05-22 22:10:25","HNZVVF28C65G028Y","Scala","Sport"
"FY177LA","2010-05-22 22:10:25","KBWCYS71M09B985N","Scala","Sport"
"BE867LN","2010-05-22 22:10:25","DHAMJU58C68H445W","Scala","Sport"
"OO350BB","2010-05-22 22:10:25","KXFVCR98S55D168M","Scala","Sport"
"WO305VN","2010-05-22 22:10:25","FGPKTM32L25F250Y","Scala","Sport"
"GI712EL","2010-05-22 22:10:25","NVNJPT84E20G913G","Scala","Sport"
"IO221OK","2010-05-22 22:10:25","SBCGZR53B08A320F","Scala","Sport"
"AK464TU","2010-05-22 22:10:25","NVNJPT84E20G913G","Scala","Sport"
"EV673ST","2010-05-22 22:10:25","BMPZVG79R45L487W","Scala","Sport"
"RF809TT","2010-05-22 22:10:25","MRRFPM58E29C803O","Scala","Sport"
"OJ485JA","2010-05-22 22:10:25","MRRFPM58E29C803O","Scala","Sport"
"KH865OX","2010-05-22 22:10:25","PFXYBC33H43F924E","Scala","Sport"
"TQ294UP","2010-05-22 22:10:25","NZVDZQ91M61M211F","Scala","Sport"
"ZY852EC","2010-05-22 22:10:25","BMPZVG79R45L487W","Scala","Sport"
"RG413GG","2010-05-22 22:10:25","LLMSDV82R03B591I","Scala","Sport"
"GI260DN","2010-05-22 22:10:25","NZVDZQ91M61M211F","Scala","Sport"
"IZ098TT","2010-05-22 22:10:25","VGVSZB98T64D915I","Scala","Sport"
"LE213VY","2010-05-22 22:10:25","NZVDZQ91M61M211F","Scala","Sport"
"SN191XO","2010-05-22 22:10:25","HNZVVF28C65G028Y","Scala","Sport"
"VN449FW","2010-05-22 22:10:25","DTBFGB99B22A760E","Scala","Sport"
"BY463GI","2010-05-22 22:10:25","RZRKLC70H07L772S","Scala","Sport"
"NH899WC","2010-05-22 22:10:25","PDHHXR28T43A184X","Scala","Sport"
"OS072RL","2010-05-22 22:10:25","RRNHCT55M24F944G","Scala","Sport"
"AV657FH","2010-05-22 22:10:25","DHAMJU58C68H445W","Scala","Sport"
"VG090YX","2010-05-22 22:10:25","HNZVVF28C65G028Y","Scala","Sport"
"JH306EX","2010-05-22 22:10:25","FGPKTM32L25F250Y","Scala","Sport"
"RC916MI","2010-05-22 22:10:25","ZVFRXE51C68I030E","Scala","Sport"
"TA548SC","2010-05-22 22:10:25","RLBRBL54C59I690Y","Scala","Sport"
"XZ953NZ","2010-05-22 22:10:25","ZVFRXE51C68I030E","Scala","Sport"
"ZE624NJ","2010-05-22 22:10:25","FGPKTM32L25F250Y","Scala","Sport"
"EQ216YR","2010-05-22 22:10:25","KXFVCR98S55D168M","Scala","Sport"
"GM791CK","2010-05-22 22:10:25","KXFVCR98S55D168M","Scala","Sport"
"HM808VA","2010-05-22 22:10:25","QMTQMJ72S61M204I","Scala","Sport"
"GB423IX","2010-05-22 22:10:25","HSLMDN80P51B235Q","Scala","Sport"
"FZ246CN","2010-05-22 22:10:25","VGVSZB98T64D915I","Scala","Sport"
"QY042MT","2010-05-22 22:10:25","LLYYHJ28P49B157X","Scala","Sport"
"ZU640XN","2010-05-22 22:10:25","KXFVCR98S55D168M","Scala","Sport"
"EP074DW","2010-05-22 22:10:25","LKDGXK54D05M153T","Scala","Sport"
"OP866GB","2010-05-22 22:10:25","XTDKVG59D28F605E","Scala","Sport"
"HZ843ST","2010-05-22 22:10:25","SBCGZR53B08A320F","Scala","Sport"
"LB310QL","2010-05-22 22:10:25","HCYBGQ39M54F035P","Scala","Sport"
"NV389VR","2010-05-22 22:10:25","DHAMJU58C68H445W","Scala","Sport"
"BK362OQ","2010-05-22 22:10:25","MRRFPM58E29C803O","Scala","Sport"
"YQ352VJ","2010-05-22 22:10:25","ZBRPQL35S52F939S","Scala","Sport"
"KQ597JJ","2010-05-22 22:10:25","HSLMDN80P51B235Q","Scala","Sport"
"QI379FE","2010-05-22 22:10:25","LKDGXK54D05M153T","Scala","Sport"
"KD807PA","2010-05-22 22:10:25","FKWFNF92R22B522E","Scala","Sport"
"IB877SF","2010-05-22 22:10:25","FGPKTM32L25F250Y","Scala","Sport"
"IH773BM","2010-05-22 22:10:25","BNFTNW47C31L775D","Scala","Sport"
"FI378EZ","2010-05-22 22:10:25","BNFTNW47C31L775D","Scala","Sport"
"JT545WD","2010-05-22 22:10:25","LKDGXK54D05M153T","Scala","Sport"
"DC954UJ","2010-05-22 22:10:25","YRLSBX54D65Z345W","Scala","Sport"
"WL262AB","2010-05-22 22:10:25","KXFVCR98S55D168M","Scala","Sport"
"EZ062RA","2010-05-22 22:10:25","XTDKVG59D28F605E","Scala","Sport"
"PA105QY","2010-05-22 22:10:25","VFKNDG91H65C623X","Scala","Sport"
"UI168NU","2010-05-22 22:10:25","LLYYHJ28P49B157X","Scala","Sport"
"TR996JK","2010-05-22 22:10:25","VFKNDG91H65C623X","Scala","Sport"
"VV634ZJ","2010-05-22 22:10:25","GYCJCG74P43E317Y","Scala","Sport"
"FE640LX","2010-05-22 22:10:25","XTDKVG59D28F605E","Scala","Sport"
"DX537EM","2010-05-22 22:10:25","PFXYBC33H43F924E","Scala","Sport"
"BW584ZY","2010-05-22 22:10:25","TPLFHK94L23C596M","Scala","Sport"
"NG614QI","2010-05-22 22:10:25","GZMVGD91H61E684W","Scala","Sport"
"FA798LU","2010-05-22 22:10:25","QQTDSH54P63L303M","Scala","Sport"
"SH528GQ","2010-05-22 22:10:25","LKDGXK54D05M153T","Scala","Sport"
"YX541DV","2010-05-22 22:10:25","FGPKTM32L25F250Y","Scala","Sport"
"RP737EQ","2010-05-22 22:10:25","PPJTKR52S49G297K","Scala","Sport"
"EK881DA","2010-05-22 22:10:25","QTPVZC86D08E615C","Scala","Sport"
"NS164JQ","2010-05-22 22:10:25","HNZVVF28C65G028Y","Scala","Sport"
"SO292OZ","2010-05-22 22:10:25","BTQLHB34R61A975Q","Scala","Sport"
"WI161CY","2010-05-22 22:10:25","TPLFHK94L23C596M","Scala","Sport"
"PF968VX","2010-05-22 22:10:25","HNZVVF28C65G028Y","Scala","Sport"
"DG805RE","2010-05-22 22:10:25","LLMSDV82R03B591I","Scala","Sport"
"IO048XU","2010-05-22 22:10:25","HNZVVF28C65G028Y","Scala","Sport"
"DL163QR","2010-05-22 22:10:25","VGVSZB98T64D915I","Scala","Sport"
"CI505BM","2010-05-22 22:10:25","PDHHXR28T43A184X","Scala","Sport"
"AT061LR","2010-05-22 22:10:25","TPLFHK94L23C596M","Scala","Sport"
"QD280SO","2010-05-22 22:10:25","QTPVZC86D08E615C","Scala","Sport"
"WQ744AF","2010-05-22 22:10:25","MRRFPM58E29C803O","Scala","Sport"
"XB633VX","2010-05-22 22:10:25","TPLFHK94L23C596M","Scala","Sport"
"YO107GQ","2010-05-22 22:10:25","TPLFHK94L23C596M","Scala","Sport"
"KE968VH","2010-05-22 22:10:25","HSLMDN80P51B235Q","Scala","Sport"
"PE468AJ","2010-05-22 22:10:25","QAUDCO74E20B457F","Scala","Sport"
"GE775UX","2010-05-22 22:10:25","DKHTMG49H24I896S","Scala","Sport"
"LM666IJ","2010-05-22 22:10:25","DKHTMG49H24I896S","Scala","Sport"
"VB413JS","2010-05-22 22:10:25","BMPZVG79R45L487W","Scala","Sport"
"DQ464OM","2010-05-22 22:10:25","ZVFRXE51C68I030E","Scala","Sport"
"YI930PH","2010-05-22 22:10:25","VGVSZB98T64D915I","Scala","Sport"
"AQ945KN","2010-05-22 22:10:25","SBCGZR53B08A320F","Scala","Sport"
"SG765NM","2010-05-22 22:10:25","NZVDZQ91M61M211F","Scala","Sport"
"OH116RL","2010-05-22 22:10:25","QMTQMJ72S61M204I","Scala","Sport"
"AN626WI","2010-05-22 22:10:25","DHAMJU58C68H445W","Scala","Sport"
"VL817TF","2010-05-22 22:10:25","BMPZVG79R45L487W","Scala","Sport"
"LQ650EV","2010-05-22 22:10:25","GZMVGD91H61E684W","Scala","Sport"
"JH644PU","2010-05-22 22:10:25","BMPZVG79R45L487W","Scala","Sport"
"ZX827YR","2010-05-22 22:10:25","QAUDCO74E20B457F","Scala","Sport"
"KC922MV","2010-05-22 22:10:25","QMTQMJ72S61M204I","Scala","Sport"
"QX289PI","2010-05-22 22:10:25","MRRFPM58E29C803O","Scala","Sport"
"PD221TE","2010-05-22 22:10:25","SBCGZR53B08A320F","Scala","Sport"
"DG905MD","2010-05-22 22:10:25","VFKNDG91H65C623X","Scala","Sport"
"BB673QG","2010-05-22 22:10:25","LKDGXK54D05M153T","Scala","Sport"
"BY848IG","2010-05-22 22:10:25","HNZVVF28C65G028Y","Scala","Sport"
"NT101HX","2010-05-22 22:10:25","PPJTKR52S49G297K","Scala","Sport"
"OJ104YW","2010-05-22 22:10:25","LKDGXK54D05M153T","Scala","Sport"
"NW726QY","2010-05-22 22:10:25","LLYYHJ28P49B157X","Scala","Sport"
"CC502TX","2010-05-22 22:10:25","YRLSBX54D65Z345W","Scala","Sport"
"QL958UC","2010-05-22 22:10:25","ZBRPQL35S52F939S","Scala","Sport"
"ZG632JY","2010-05-22 22:10:25","PFXYBC33H43F924E","Scala","Sport"
"IO225FO","2010-05-22 22:10:25","NZVDZQ91M61M211F","Scala","Sport"
"HT704IP","2010-05-22 22:10:25","BTQLHB34R61A975Q","Scala","Sport"
"OX287QX","2010-05-22 22:10:25","FQBLTT43T45L271J","Scala","Sport"
"GC299CC","2010-05-22 22:10:25","VFKNDG91H65C623X","Scala","Sport"
"RW725ID","2010-05-22 22:10:25","GYCJCG74P43E317Y","Scala","Sport"
"PG415ZR","2010-05-22 22:10:25","ZBRPQL35S52F939S","Scala","Sport"
"DZ123CR","2010-05-22 22:10:25","NVNJPT84E20G913G","Scala","Sport"
"XL960XX","2010-05-22 22:10:25","XTDKVG59D28F605E","Scala","Sport"
"TA789YK","2010-05-22 22:10:25","DTBFGB99B22A760E","Scala","Sport"
"VE352PV","2010-05-22 22:10:25","LLMSDV82R03B591I","Scala","Sport"
"JQ400CR","2010-05-22 22:10:25","LLYYHJ28P49B157X","Scala","Sport"
"QH514IA","2010-05-22 22:10:25","HCYBGQ39M54F035P","Scala","Sport"
"WY219JB","2010-05-22 22:10:25","PDHHXR28T43A184X","Scala","Sport"
"FH481JX","2010-05-22 22:10:25","QAUDCO74E20B457F","Scala","Sport"
"WR154YZ","2010-05-22 22:10:25","FQBLTT43T45L271J","Scala","Sport"
"CS934IN","2010-05-22 22:10:25","RZRKLC70H07L772S","Scala","Sport"
"ZE275KK","2010-05-22 22:10:25","ZBRPQL35S52F939S","Scala","Sport"
"XM740QV","2010-05-22 22:10:25","LLYYHJ28P49B157X","Scala","Sport"
"SZ010BV","2010-05-22 22:10:25","LLMSDV82R03B591I","Scala","Sport"
"QM363QH","2010-05-22 22:10:25","NVNJPT84E20G913G","Scala","Sport"
"MN939DV","2010-05-22 22:10:25","QTPVZC86D08E615C","Scala","Sport"
"VR178YP","2010-05-22 22:10:25","ZBRPQL35S52F939S","Scala","Sport"
"QZ518OE","2010-05-22 22:10:25","MRRFPM58E29C803O","Scala","Sport"
"ME105WL","2010-05-22 22:10:25","FQBLTT43T45L271J","Scala","Sport"
"ME145WD","2010-05-22 22:10:25","PFXYBC33H43F924E","Scala","Sport"
"PI254CB","2010-05-22 22:10:25","GZMVGD91H61E684W","Scala","Sport"
"BS522IF","2010-05-22 22:10:25","XTDKVG59D28F605E","Scala","Sport"
"AX438EK","2010-05-22 22:10:25","PDHHXR28T43A184X","Scala","Sport"
"AL090GK","2010-05-22 22:10:25","DKHTMG49H24I896S","Scala","Sport"
"YM241HV","2010-05-22 22:10:25","LLYYHJ28P49B157X","Scala","Sport"
"ZD993ST","2010-05-22 22:10:25","RLBRBL54C59I690Y","Scala","Sport"
"HI908KS","2010-05-22 22:10:25","QMTQMJ72S61M204I","Scala","Sport"
"UP509ZZ","2010-05-22 22:10:25","HCYBGQ39M54F035P","Scala","Sport"
"RQ739BI","2010-05-22 22:10:25","HSLMDN80P51B235Q","Fabia","Business"
"DE270CQ","2010-05-22 22:10:25","NZVDZQ91M61M211F","Fabia","Business"
"RG711CD","2010-05-22 22:10:25","DHAMJU58C68H445W","Fabia","Business"
"PF016PY","2010-05-22 22:10:25","QTPVZC86D08E615C","Fabia","Business"
"UZ793IR","2010-05-22 22:10:25","HSLMDN80P51B235Q","Fabia","Business"
"JX255JV","2010-05-22 22:10:25","RLBRBL54C59I690Y","Fabia","Business"
"TS904VW","2010-05-22 22:10:25","HSLMDN80P51B235Q","Fabia","Business"
"WD866KW","2010-05-22 22:10:25","GYCJCG74P43E317Y","Fabia","Business"
"XR920DD","2010-05-22 22:10:25","XTDKVG59D28F605E","Fabia","Business"
"JB085BQ","2010-05-22 22:10:25","HNZVVF28C65G028Y","Fabia","Business"
"EP724BP","2010-05-22 22:10:25","HSLMDN80P51B235Q","Fabia","Business"
"OO417KZ","2010-05-22 22:10:25","LLYYHJ28P49B157X","Fabia","Business"
"OL753LF","2010-05-22 22:10:25","FKWFNF92R22B522E","Fabia","Business"
"GA083LP","2010-05-22 22:10:25","QAUDCO74E20B457F","Fabia","Business"
"HW459MV","2010-05-22 22:10:25","BTQLHB34R61A975Q","Fabia","Business"
"OB877JL","2010-05-22 22:10:25","NVNJPT84E20G913G","Fabia","Business"
"QU410VP","2010-05-22 22:10:25","KBWCYS71M09B985N","Fabia","Business"
"WC829BT","2010-05-22 22:10:25","BTQLHB34R61A975Q","Fabia","Business"
"BK241VH","2010-05-22 22:10:25","PFXYBC33H43F924E","Fabia","Business"
"DU735RB","2010-05-22 22:10:25","QAUDCO74E20B457F","Fabia","Business"
"ER051JR","2010-05-22 22:10:25","NVNJPT84E20G913G","Fabia","Business"
"DF854VM","2010-05-22 22:10:25","XTDKVG59D28F605E","Fabia","Business"
"TL131LF","2010-05-22 22:10:25","NZVDZQ91M61M211F","Fabia","Business"
"WJ765IK","2010-05-22 22:10:25","FGPKTM32L25F250Y","Fabia","Business"
"BZ506RV","2010-05-22 22:10:25","DTBFGB99B22A760E","Fabia","Business"
"PL752OL","2010-05-22 22:10:25","RZRKLC70H07L772S","Fabia","Business"
"XE339CD","2010-05-22 22:10:25","LLMSDV82R03B591I","Fabia","Business"
"TX908LB","2010-05-22 22:10:25","HSLMDN80P51B235Q","Fabia","Business"
"YD482DD","2010-05-22 22:10:25","NZVDZQ91M61M211F","Fabia","Business"
"RN642WT","2010-05-22 22:10:25","ZBRPQL35S52F939S","Fabia","Business"
"PA960IT","2010-05-22 22:10:25","MRRFPM58E29C803O","Fabia","Business"
"BV966RH","2010-05-22 22:10:25","FGPKTM32L25F250Y","Fabia","Business"
"BR137MV","2010-05-22 22:10:25","QAUDCO74E20B457F","Fabia","Business"
"BY110LM","2010-05-22 22:10:25","DHAMJU58C68H445W","Fabia","Business"
"UY909YC","2010-05-22 22:10:25","ZVFRXE51C68I030E","Fabia","Business"
"LF170UH","2010-05-22 22:10:25","ZVFRXE51C68I030E","Fabia","Business"
"OV073MM","2010-05-22 22:10:25","QTPVZC86D08E615C","Fabia","Business"
"RF522WZ","2010-05-22 22:10:25","NZVDZQ91M61M211F","Fabia","Business"
"UO682AW","2010-05-22 22:10:25","KBWCYS71M09B985N","Fabia","Business"
"YK691UM","2010-05-22 22:10:25","VFKNDG91H65C623X","Fabia","Business"
"IV565LS","2010-05-22 22:10:25","KXFVCR98S55D168M","Fabia","Business"
"MH048IF","2010-05-22 22:10:25","GYCJCG74P43E317Y","Fabia","Business"
"UN095DY","2010-05-22 22:10:25","HSLMDN80P51B235Q","Fabia","Business"
"UM426UY","2010-05-22 22:10:25","XTDKVG59D28F605E","Fabia","Business"
"JM201GA","2010-05-22 22:10:25","LKDGXK54D05M153T","Fabia","Business"
"CW801BM","2010-05-22 22:10:25","LLYYHJ28P49B157X","Fabia","Business"
"DF197IF","2010-05-22 22:10:25","PFXYBC33H43F924E","Fabia","Business"
"RX526DL","2010-05-22 22:10:25","YRLSBX54D65Z345W","Fabia","Business"
"BE773KD","2010-05-22 22:10:25","GYCJCG74P43E317Y","Fabia","Business"
"BU404YU","2010-05-22 22:10:25","HSLMDN80P51B235Q","Fabia","Business"
"VT888RQ","2010-05-22 22:10:25","DTBFGB99B22A760E","Fabia","Business"
"DI480HD","2010-05-22 22:10:25","HCYBGQ39M54F035P","Fabia","Business"
"DB883UK","2010-05-22 22:10:25","FKWFNF92R22B522E","Fabia","Business"
"IK760TA","2010-05-22 22:10:25","XTDKVG59D28F605E","Fabia","Business"
"QL665OC","2010-05-22 22:10:25","QAUDCO74E20B457F","Fabia","Business"
"NT125LJ","2010-05-22 22:10:25","VGVSZB98T64D915I","Fabia","Business"
"BY293TA","2010-05-22 22:10:25","VGVSZB98T64D915I","Fabia","Business"
"YK600TC","2010-05-22 22:10:25","PPJTKR52S49G297K","Fabia","Business"
"EG891PH","2010-05-22 22:10:25","HCYBGQ39M54F035P","Fabia","Business"
"EJ196AJ","2010-05-22 22:10:25","QTPVZC86D08E615C","Fabia","Business"
"KR953JJ","2010-05-22 22:10:25","KBWCYS71M09B985N","Fabia","Business"
"CE773TD","2010-05-22 22:10:25","FKWFNF92R22B522E","Fabia","Business"
"CA242TO","2010-05-22 22:10:25","QMTQMJ72S61M204I","Fabia","Business"
"AH933AQ","2010-05-22 22:10:25","VGVSZB98T64D915I","Fabia","Business"
"PZ715DH","2010-05-22 22:10:25","HNZVVF28C65G028Y","Fabia","Business"
"DE196AH","2010-05-22 22:10:25","QAUDCO74E20B457F","Fabia","Business"
"LB015KB","2010-05-22 22:10:25","ZVFRXE51C68I030E","Fabia","Business"
"AH903ON","2010-05-22 22:10:25","NZVDZQ91M61M211F","Fabia","Business"
"WD842UT","2010-05-22 22:10:25","HNZVVF28C65G028Y","Fabia","Business"
"BU729QD","2010-05-22 22:10:25","LKDGXK54D05M153T","Fabia","Business"
"QV874JJ","2010-05-22 22:10:25","RZRKLC70H07L772S","Fabia","Business"
"NS168MU","2010-05-22 22:10:25","BTQLHB34R61A975Q","Fabia","Business"
"KU538LM","2010-05-22 22:10:25","ZVFRXE51C68I030E","Fabia","Business"
"WJ734PH","2010-05-22 22:10:25","QAUDCO74E20B457F","Fabia","Business"
"HF809DC","2010-05-22 22:10:25","PPJTKR52S49G297K","Fabia","Business"
"VV665CL","2010-05-22 22:10:25","PPJTKR52S49G297K","Fabia","Business"
"LN017VP","2010-05-22 22:10:25","FKWFNF92R22B522E","Fabia","Business"
"ZS188MK","2010-05-22 22:10:25","HSLMDN80P51B235Q","Fabia","Business"
"FD378GQ","2010-05-22 22:10:25","NZVDZQ91M61M211F","Fabia","Business"
"FX562WK","2010-05-22 22:10:25","KBWCYS71M09B985N","Fabia","Business"
"NL306QY","2010-05-22 22:10:25","BMPZVG79R45L487W","Fabia","Business"
"YN874IK","2010-05-22 22:10:25","SBCGZR53B08A320F","Fabia","Business"
"KV904WH","2010-05-22 22:10:25","HCYBGQ39M54F035P","Fabia","Business"
"XQ273BI","2010-05-22 22:10:25","PFXYBC33H43F924E","Fabia","Business"
"QT162HP","2010-05-22 22:10:25","HNZVVF28C65G028Y","Fabia","Business"
"SV082ZP","2010-05-22 22:10:25","BMPZVG79R45L487W","Fabia","Business"
"VT514QP","2010-05-22 22:10:25","HSLMDN80P51B235Q","Fabia","Business"
"CO888QZ","2010-05-22 22:10:25","BNFTNW47C31L775D","Fabia","Business"
"BJ950VK","2010-05-22 22:10:25","GZMVGD91H61E684W","Fabia","Business"
"LF585QR","2010-05-22 22:10:25","LKDGXK54D05M153T","Fabia","Business"
"PX579OV","2010-05-22 22:10:25","QAUDCO74E20B457F","Fabia","Business"
"YL584RX","2010-05-22 22:10:25","GYCJCG74P43E317Y","Fabia","Business"
"MC803CN","2010-05-22 22:10:25","MRRFPM58E29C803O","Fabia","Business"
"PO959RP","2010-05-22 22:10:25","SBCGZR53B08A320F","Fabia","Business"
"UP629VN","2010-05-22 22:10:25","PFXYBC33H43F924E","Fabia","Business"
"IR680TR","2010-05-22 22:10:25","RRNHCT55M24F944G","Fabia","Business"
"JC980MF","2010-05-22 22:10:25","DHAMJU58C68H445W","Ignis","Premium"
"XR529RL","2010-05-22 22:10:25","KBWCYS71M09B985N","Ignis","Premium"
"KR346IG","2010-05-22 22:10:25","DTBFGB99B22A760E","Ignis","Premium"
"RG689YS","2010-05-22 22:10:25","PPJTKR52S49G297K","Ignis","Premium"
"RR855DW","2010-05-22 22:10:25","FQBLTT43T45L271J","Ignis","Premium"
"NW743XE","2010-05-22 22:10:25","MRRFPM58E29C803O","Ignis","Premium"
"DY210HO","2010-05-22 22:10:25","QMTQMJ72S61M204I","Ignis","Premium"
"VF494VD","2010-05-22 22:10:25","HNZVVF28C65G028Y","Ignis","Premium"
"PW754ZN","2010-05-22 22:10:25","LLMSDV82R03B591I","Ignis","Premium"
"FX152YV","2010-05-22 22:10:25","DHAMJU58C68H445W","Ignis","Premium"
"UX498QP","2010-05-22 22:10:25","MRRFPM58E29C803O","Ignis","Premium"
